anime,Boku no Hero Academia 5th Season,Tokyo Revengers,Fumetsu no Anata e,"Ijiranaide, Nagatoro-san",Hige wo Soru. Soshite Joshikousei wo Hirou.,86,Vivy: Fluorite Eye's Song,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,Fruits Basket: The Final,"Sentouin, Hakenshimasu!","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Tensura Nikki: Tensei shitara Slime Datta Ken,Odd Taxi,Shaman King (2021),Osananajimi ga Zettai ni Makenai Love Comedy,Mairimashita! Iruma-kun 2nd Season,Koi to Yobu ni wa Kimochi Warui,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Edens Zero,Zombieland Saga: Revenge,Yuukoku no Moriarty 2nd Season,Nomad: Megalo Box 2,Shadows House,Seijo no Maryoku wa Bannou Desu,Mashiro no Oto,Mars Red,SSSS.Dynazenon,Shakunetsu Kabaddi,Jouran: The Princess of Snow and Blood,Super Cub,Bakuten!!,Bishounen Tanteidan,Subarashiki Kono Sekai The Animation,Godzilla: S.P,"Dragon, Ie wo Kau.",Seven Knights Revolution: Eiyuu no Keishousha,Sayonara Watashi no Cramer,Yakunara Mug Cup mo,Kuro Gal ni Natta kara Shinyuu to shitemita.,Blue Reflection Ray,Cestvs: The Roman Fighter,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,Cardfight!! Vanguard: overDress,Battle Athletess Daiundoukai ReSTART!,Yuuki Yuuna wa Yuusha de Aru Churutto!,Itazuraguma no Gloomy,Dinosaur Biyori,Youkai Watch ♪,Shikaru Neko,Mazica Party,Mewkledreamy Mix!,Shinkansen Henkei Robo Shinkalion Z the Animation,Duel Masters King!,Uchuu Nanchara Kotetsu-kun,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,Utau Soccer Panda Mifanda,Iii Icecrin,Hyper Positive Yogoremon,Dosukoi Sushi Zumou,Oshiri Tantei 5th Season,Washimo 9th Season,One Piece,Boruto: Naruto Next Generations,Nanatsu no Taizai: Fundo no Shinpan,Detective Conan,"Kumo Desu ga, Nani ka?",Crayon Shin-chan,Kingdom 3rd Season,Pokemon (2019),Dragon Quest: Dai no Daibouken (2020),Digimon Adventure:,Back Arrow,Doraemon (2005),Yu☆Gi☆Oh!: Sevens,Maiko-san Chi no Makanai-san,Tropical-Rouge! Precure,Sazae-san,Nintama Rantarou,Rebirth,Chibi Maruko-chan (1995),D4DJ Petit Mix,Tokyo Gambo,Aikatsu Planet!,Kiratto Pri☆chan Season 3,Ojarumaru,Neko Konogoro,Neko no Robu,Fushigi Dagashiya: Zenitendou,Knyacki!,Aware! Meisaku-kun,Hanakappa,Kirin the Noop,Shimajirou no Wow!,Manul no Yuube,Gohan Kaijuu Pap,Yowamushi Monsters,Norimono Man: Mobile Land no Car-kun,Robot Pulta,Liv & Bell,Konigiri-kun,Beads no Mori no Rabi,Fuwafuwa Hour: Pui Pui & Muu Muu,Keito no Yousei: Knit to Wool,Unicorn no Kyupi,Pakkororin,Reizouko no Tsukenosuke!,Onigiri ni Naritai Cogimyun,Pororo Donghwanala,Gokushufudou,Shuumatsu no Walküre,Shiguang Dailiren,Yasuke,Mini Dragon,Youjo Senki: Sabaku no Pasta Daisakusen,Hetalia World★Stars,Eden (ONA),Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,Etotama: Nyankyaku Banrai,Yoru no Kuni,Chibi Revenger,Artiswitch,Hololive Alternative,Daomu Biji Zhi Qinling Shen Shu,Liang Bu Yi,Wanmei Shijie,Celia-sensei no Wakuwaku Magical Kyoushitsu,Douluo Dalu: Shan Yu Yu Lai,Shi Yi Chang An: Mingyue Jishi You Er,Mi Bao Zhi Guo,Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,Beyblade Burst Dynamite Battle,Wan Jie Du Zun,SD Gundam World Heroes,Blue Reflection Ray!,Wu Shang Shen Di 2nd Season,Mignon,Juan Siliang,Li Linke de Xiao Guaner,Kuang Shen Mo Zun,Xinghe Zhizun,Wan Jie Xian Zong 5th Season,Hua Jianghu: Huan Shi Men Sheng 2nd Season,Zhihao Beipan Diqiule,Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,Tai Yi Xian Mo Lu Zhi Ling Fei Ji IV,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,Oyasumi Sex,J* Fuuzoku Gakuensai,Sakusei Byoutou The Animation,Eroge de Subete wa Kaiketsu Dekiru! The Animation,Netokano,Netoshisu,Bitch na Inane-sama,Kazoku: Haha to Shimai no Kyousei,Shidoukan Day After The Animation,Karada de Kaiketsu Hyakkiya Tantei Jimusho,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Shika no Ou: Yuna to Yakusoku no Tabi,Detective Conan Movie 24: The Scarlet Bullet,Sayonara Watashi no Cramer Movie: First Touch,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Shoujo☆Kageki Revue Starlight Movie,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",Gyokou no Nikuko-chan,Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,Xiyou Ji: Zai Shi Yao Wang,Wonder Egg Priority Special,86 Special Edition: Senya ni Akaku Hinageshi no Saku,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,Jaku-Chara Tomozaki-kun Specials,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",Ani x Para: Anata no Hero wa Dare desu ka,Obey Me!: Makai Dai Ryokou!,Ensemble Stars!! 5th Anniversary Animation PV,JoJo no Kimyou na Bouken (TV),Shingeki no Kyojin Season 3 Part 2,"Komi-san wa, Comyushou desu.",Hitoribocchi no Marumaru Seikatsu,Handa-kun,Koe no Katachi,Koutetsujou no Kabaneri,Code Geass: Hangyaku no Lelouch R2,Vinland Saga
Shinkansen Henkei Robo Shinkalion Z the Animation,0.7578,0.825,1.3881999999999999,1.475,1.3532,0.5333,0.5203,0.9885,1.2846,0.825,0.9885,0.9885,1.3,1.4691,1.51,1.2921,1.2864,0.825,0.8545,1.5094,1.3338,0.65,0.9857,0.9885,1.2912,0.7667,0.3,1.2806,0.7667,1.4167,1.2792999999999999,1.3,0.7667,0.5333,1.3424999999999998,0.825,1.2857,1.4167,1.5208,2.2739,0.7667,0.7667,0.988,0.7024,1.4115,1.288,1.4167,1.5245000000000002,1.4167,1.3973,1.3582999999999998,0.0,0.86,1.287,1.4224,1.4167,0.9875,1.288,1.288,1.3933,0.825,0.8819,0.7627,0.8521,0.9988,0.8833,1.475,0.6397,0.8429,0.825,0.86,0.7667,0.7667,0.7667,1.475,0.7667,1.287,0.9982,1.287,1.287,1.2792,1.4167,1.4167,1.2795,1.3178999999999998,1.288,1.287,1.3,1.3881999999999999,1.288,1.288,1.4127,1.3178999999999998,1.4167,0.7667,inf,1.287,1.4224,1.4127,inf,inf,1.4167,1.4167,1.4167,inf,1.288,1.4167,1.3582999999999998,1.475,0.825,1.3532,0.7667,1.288,0.65,1.288,0.825,1.3532,0.825,1.4167,1.288,1.2857,inf,1.3933,1.51,0.825,1.3283,0.86,1.5917,0.825,0.7667,0.8603,1.4167,1.287,1.288,0.86,1.3881999999999999,0.7667,1.5334,1.4167,0.7667,0.825,1.4115,0.86,1.4167,0.825,1.4942,1.4886,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8135,0.825,0.86,1.2727,0.7667,1.9712999999999998,inf,0.5333,1.2949000000000002,1.3582999999999998,0.7667,1.3532,0.5333,0.86,1.3532,0.5333,0.825,1.475,1.3582999999999998,inf,0.825,0.8542,1.2806,0.987,1.287,1.2919,0.8683,0.5282,0.825
Duel Masters King!,0.65,0.8833,0.8833,0.8833,1.3233,0.8833,0.8833,0.72,0.9125,0.475,0.72,0.72,1.3,0.72,0.86,0.72,0.83,0.475,0.58,0.86,1.2961,0.9,1.4385000000000001,0.8833,1.2923,0.86,0.86,0.86,0.86,1.4371,1.2767,1.3,0.65,0.8833,0.65,0.475,1.2931,1.2956,1.4393,1.6269,0.86,0.86,0.825,0.65,0.7667,0.825,1.4867,0.86,1.4867,0.825,0.65,0.86,0.0,0.825,0.65,1.4867,1.2959,0.825,0.825,0.72,0.8833,0.44,0.65,0.58,0.7192,0.44,0.8833,0.825,0.3,0.4625,0.2864,0.65,0.86,0.65,0.8833,0.65,0.86,0.825,0.86,0.86,0.825,1.4495,1.4867,0.8509,0.475,0.825,0.86,1.3,0.72,0.825,0.825,0.825,0.475,1.4867,0.65,inf,0.86,0.65,0.825,inf,inf,0.825,0.825,0.825,inf,0.825,0.825,0.65,0.8833,0.8833,1.3233,0.65,0.825,0.825,0.825,0.8833,0.86,0.475,0.825,0.825,1.44,inf,0.8833,0.86,0.475,0.65,0.58,1.4049999999999998,0.8833,0.86,0.65,0.825,1.4385000000000001,0.825,0.58,1.34,0.65,1.4165999999999999,0.825,0.65,0.72,0.9,0.9,0.825,0.475,0.86,0.65,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.72,0.475,0.7667,1.2739,0.65,1.8083,inf,0.8833,1.2857,0.65,0.65,0.86,0.8833,0.3,1.3226,0.8833,0.475,1.51,0.65,inf,0.7114,0.7667,0.86,0.86,0.86,0.9857,0.8,0.8833,0.72
Uchuu Nanchara Kotetsu-kun,0.65,0.9903,1.2864,0.7667,1.2824,0.9889,1.2964,0.7667,0.86,0.7667,0.7667,0.7667,0.9906,0.7667,0.65,0.7667,0.625,0.7467,0.825,0.65,1.2875,1.288,1.4024,1.2739,1.2889,1.275,0.987,0.65,1.2832999999999999,1.2864,1.2667000000000002,1.2906,0.9833,1.2930000000000001,0.65,1.2786,1.2925,1.2727,1.45,1.8369,1.2964,1.4031,0.3,0.86,0.825,0.3,1.2864,0.65,1.2864,1.285,1.27,1.287,0.825,0.0,0.65,1.2864,1.2885,0.3,0.3,0.7667,0.7667,0.8593,0.9959,1.2917,0.7663,0.8314,0.7667,1.2846000000000002,0.825,1.2875,0.825,1.28,0.65,1.26,0.7667,1.26,0.65,0.2982,0.65,0.65,0.3,1.2864,1.2864,0.65,0.7667,0.3,0.65,1.2906,0.7667,0.3,0.3,1.3,0.7667,1.2864,0.65,inf,0.65,0.65,1.3,inf,inf,1.3,1.3,1.3,inf,0.3,1.3,1.3,0.7667,1.2689,1.4167,1.28,0.3,1.285,0.3,1.2625,1.3,0.7667,1.3,0.3,1.4031,inf,1.4163000000000001,0.65,1.2999999999999998,0.65,1.4049999999999998,1.275,1.4167,1.4167,0.86,1.3,1.2964,0.3,1.4049999999999998,1.45,1.28,1.3,1.3,1.28,1.3967,1.4849999999999999,0.825,1.3,1.2999999999999998,0.65,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2875,1.2999999999999998,0.825,1.285,1.2832999999999999,1.2832999999999999,inf,1.2889,1.2625,0.65,1.28,1.3,1.2889,0.825,1.3917000000000002,1.475,1.2999999999999998,1.3,0.65,inf,1.2849,1.2936,0.6364,0.65,0.65,1.5334,1.2857,1.2829000000000002,0.9921
Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,0.7667,1.3933,0.825,0.825,1.51,1.4632,1.4867,0.825,0.8833,0.825,0.825,0.825,1.298,0.5333,0.7667,0.825,0.7667,0.825,0.65,0.7667,1.3551,1.37,1.3582999999999998,1.3933,1.5069,1.3582999999999998,1.44,0.7667,1.3582999999999998,1.4167,1.3834,1.2987,0.7667,1.3904999999999998,0.7667,0.825,1.5312999999999999,1.3894000000000002,1.5329000000000002,1.6968999999999999,1.3268,1.51,0.65,0.72,0.86,0.65,1.4167,0.7667,1.4167,1.3,0.7667,1.4224,0.65,0.65,0.0,1.4167,1.5329000000000002,0.65,0.65,0.825,0.825,0.72,0.7667,0.86,0.5333,0.72,0.825,1.4013,0.65,0.825,0.65,1.2889,0.7667,1.2875,0.825,1.291,0.7667,0.65,0.7667,0.7667,0.65,1.4031,1.4167,0.7667,0.5333,0.65,0.7667,1.3,0.825,0.65,0.65,0.65,0.5333,1.4167,0.7667,inf,0.7667,0.3,0.65,inf,inf,1.3,1.3,1.3,inf,0.65,1.3,0.7667,0.825,1.3862999999999999,1.3582999999999998,1.3,0.65,1.4076,0.65,1.37,1.3582999999999998,0.825,1.3,0.65,1.3582999999999998,inf,0.825,0.7667,0.825,0.7667,0.86,1.4167,1.37,1.3582999999999998,0.72,1.3,1.5321,0.65,0.86,1.58,1.3,1.3582999999999998,1.3,1.3,1.335,1.4165999999999999,0.86,1.3,0.825,0.7667,0.72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.32,0.825,0.86,1.5167000000000002,0.7667,1.6333,inf,1.475,1.5793,0.7667,1.3,1.3582999999999998,1.475,0.65,1.51,1.4867,0.825,1.4167,0.7667,inf,0.825,1.3622999999999998,0.7667,0.7667,0.7667,1.5309,1.4172,1.4712,0.825
Utau Soccer Panda Mifanda,1.2897,1.4679,1.4639,0.7667,1.4167,1.2929,1.475,1.2832999999999999,0.86,1.4031,0.7667,0.7667,1.6414,1.4673,1.29,1.4084,1.3,1.4167,1.2953999999999999,1.28,1.6409,1.4913,0.65,0.7667,0.65,1.4167,1.4167,1.3985,1.4167,0.3,1.285,1.6389,1.4167,1.475,1.2824,1.475,1.4167,0.3,1.625,1.8493,1.2903,0.65,1.2906,1.5157,0.825,1.3,0.3,1.4167,0.3,1.5214,1.5717,1.4167,1.4867,1.2864,1.4167,0.0,1.6375000000000002,1.3,1.3,1.4167,0.7667,1.2971,1.2963,1.51,1.2984,1.2864,0.7667,1.3,1.2956,1.287,1.4867,1.4167,1.3,1.4167,0.7667,1.4167,0.65,1.2917,0.65,0.65,1.2864,0.3,0.3,0.65,1.4167,1.3,0.65,1.9388999999999998,1.2999999999999998,1.3,1.3,1.9463,1.4167,0.3,1.4167,inf,0.65,1.4167,1.9463,inf,inf,1.5334,1.5334,1.5334,inf,1.3,1.5334,1.5917,0.7667,1.4668999999999999,1.4167,1.4167,1.3,1.3,1.3,0.7667,1.4167,1.4067,1.5334,1.3,0.65,inf,1.475,1.3,1.475,1.3,1.4867,1.5334,1.4167,1.4167,1.5333,1.5334,1.2893,1.3,1.51,1.475,1.4167,0.65,1.5334,1.4167,1.4167,1.4867,1.4867,1.5334,1.475,1.3,1.5072,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2857,1.475,1.5019,1.5917,1.4167,2.2739,inf,1.475,1.3,1.3,1.4167,1.4167,1.475,1.4867,1.4017,1.475,1.475,1.585,1.3,inf,1.2942,1.4822000000000002,0.65,0.65,0.65,1.3,1.2917,1.475,1.2824
Iii Icecrin,1.6231,1.5203,0.99,1.5208,1.759,1.295,1.5078,0.9889,1.6269,1.4666000000000001,0.9889,0.9889,1.7643,1.6400000000000001,1.6385,1.6306,1.6385,1.4666000000000001,0.9946,1.6385,1.8214000000000001,1.47,1.7399,1.6286,1.6269,0.987,1.2875,1.6282,1.287,1.6375000000000002,1.6347999999999998,1.7650000000000001,1.5239,1.5208,1.5102,1.2815,0.9923,1.6208,1.9656,1.9764,1.5231,1.7537,0.9885,1.6414,0.9769,1.2885,1.6375000000000002,1.6385,1.6375000000000002,1.6218,1.5239,0.9875,1.2959,1.2885,1.5329000000000002,1.6375000000000002,0.0,1.2885,1.2885,1.6389,1.5208,0.9993,1.5163,1.4451,0.9996,1.4239,1.5208,1.6272000000000002,0.9959,0.9906,1.2882,0.9912,1.6385,1.2912,1.5208,1.2912,1.2875,1.2885,1.2875,1.2875,1.2797,1.6375000000000002,1.6375000000000002,1.28,1.4696,1.2885,1.2875,1.7663000000000002,1.4519,1.2885,1.2885,1.7567,1.4696,1.6375000000000002,1.6385,inf,1.2875,1.5329000000000002,1.7567,inf,inf,1.6412,1.6412,1.6412,inf,1.2885,1.6412,1.5239,1.5208,1.4996,1.5232999999999999,1.2912,1.2885,1.637,1.2885,1.6389,1.6269,1.4708999999999999,1.6412,1.2885,1.7537,inf,1.6400000000000001,1.6385,1.2906,1.5222,1.4656,2.2875,1.7146,1.287,1.5796000000000001,1.6412,1.9846,1.2885,1.4639,1.8173,1.2912,1.7542,1.6412,1.2912,1.5245,1.7436,1.7149999999999999,1.6412,1.2906,0.988,1.5558999999999998,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9889,1.2906,1.6413,1.7071999999999998,1.5239,1.9718,inf,1.295,1.6423,1.5222,1.2912,1.6269,1.295,1.2959,1.759,1.5208,1.2906,1.6423,1.5222,inf,1.5203,1.6209,1.2875,0.9875,1.2875,1.6202999999999999,0.9929,0.995,1.5722
Hyper Positive Yogoremon,0.65,1.288,1.2864,0.7667,1.2824,1.2889,1.2982,0.7667,0.86,0.7667,0.7667,0.7667,1.2889,0.7667,0.65,0.7667,0.65,0.7667,0.825,0.65,1.2875,1.288,1.4024,1.2739,1.2889,1.275,1.2792999999999999,0.65,1.2832999999999999,1.2966,1.2667000000000002,1.2982,1.2812,1.2948,0.65,1.2786,1.2925,1.2727,1.475,1.8369,1.2982,1.4167,0.3,0.86,0.825,0.3,1.3,0.65,1.3,1.285,1.27,1.288,0.825,0.3,0.65,1.3,1.2885,0.0,0.3,0.7667,0.7667,0.86,1.2797,1.2917,0.7667,0.86,0.7667,1.2846000000000002,0.825,1.2875,0.825,1.2919,0.65,1.26,0.7667,1.2786,0.65,0.3,0.65,0.65,0.3,1.2864,1.3,0.65,0.7667,0.3,0.65,1.5334,0.7667,0.3,0.3,1.3,0.7667,1.3,0.65,inf,0.65,0.65,1.3,inf,inf,1.3,1.3,1.3,inf,0.3,1.3,1.3,0.7667,1.2983,1.4167,1.3,0.3,1.285,0.3,1.2625,1.3,0.7667,1.3,0.3,1.4167,inf,1.4167,0.65,1.2999999999999998,0.65,1.4049999999999998,1.3,1.4167,1.4167,0.86,1.3,1.2982,0.3,1.4049999999999998,1.475,1.3,1.3,1.3,1.3,1.4167,1.4867,0.825,1.3,1.2999999999999998,0.65,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2875,1.2999999999999998,0.825,1.285,1.4167,1.2832999999999999,inf,1.475,1.2625,0.65,1.3,1.3,1.475,0.825,1.3952,1.475,1.2999999999999998,1.3,0.65,inf,1.2867,1.2944,0.65,0.65,0.65,1.5334,1.2857,1.2847,1.2921
Dosukoi Sushi Zumou,0.65,1.288,0.9864,0.7667,1.2824,1.2889,1.2982,0.7667,0.86,0.7667,0.7667,0.7667,1.2889,0.7667,0.65,0.7667,0.65,0.7667,0.8187,0.65,1.2875,1.288,1.4024,1.2739,1.2889,1.275,1.2792999999999999,0.65,1.2832999999999999,1.2966,1.2667000000000002,1.2982,0.9812,1.2948,0.65,1.2786,1.2925,1.2727,1.475,1.8369,1.2982,1.4167,0.3,0.86,0.825,0.3,1.3,0.65,1.3,1.285,1.27,1.288,0.825,0.3,0.65,1.3,1.2885,0.3,0.0,0.7667,0.7667,0.8593,1.2752,1.2917,0.7663,0.86,0.7667,1.2846000000000002,0.825,1.2875,0.825,1.2919,0.65,1.26,0.7667,1.2786,0.65,0.3,0.65,0.65,0.3,1.2864,1.3,0.65,0.7667,0.3,0.65,1.533,0.7667,0.3,0.3,1.3,0.7667,1.3,0.65,inf,0.65,0.65,1.3,inf,inf,1.3,1.3,1.3,inf,0.3,1.3,1.3,0.7536,1.2983,1.4167,1.3,0.3,1.285,0.3,1.2625,1.3,0.7667,1.3,0.3,1.4167,inf,1.4163000000000001,0.65,1.2999999999999998,0.65,1.4049999999999998,1.3,1.4167,1.4167,0.86,1.3,1.2982,0.3,1.4049999999999998,1.475,1.3,1.3,1.3,1.3,1.4167,1.4867,0.825,1.3,1.2999999999999998,0.65,0.86,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.2875,1.2999999999999998,0.825,1.285,1.2812,1.2832999999999999,inf,1.475,1.2625,0.65,1.3,1.3,1.475,0.825,1.3952,1.475,1.2999999999999998,1.3,0.65,inf,0.9914,1.2944,0.65,0.65,0.65,1.5334,1.2857,1.2847,1.2921
Oshiri Tantei 5th Season,0.825,1.4257,1.48,0.86,1.37,1.44,1.48,0.65,0.9,0.65,0.65,0.65,0.7667,0.86,0.825,0.65,0.825,0.65,0.72,0.825,0.825,1.4758,1.475,0.86,1.37,1.3813,1.3845,0.825,1.3933,1.4083,1.4417,0.7667,1.2889,0.86,0.5333,0.86,1.475,1.4024,1.6033,1.7436,1.3603,1.4632999999999998,0.7667,0.9,0.72,0.7667,1.4167,0.825,1.4167,0.7667,0.825,1.3933,0.72,0.7667,0.825,1.4167,1.6389,0.7667,0.7667,0.0,0.86,0.7667,1.2922,0.8833,0.65,0.58,0.86,1.4167,0.72,0.86,0.72,0.825,0.825,0.825,0.86,0.825,0.825,0.7667,0.825,0.825,0.7667,1.4,1.4167,0.825,0.65,0.7667,0.825,0.7667,0.65,0.7667,0.7667,1.4167,0.65,1.4167,0.825,inf,0.825,0.825,1.4167,inf,inf,0.7667,0.7667,0.7667,inf,0.7667,0.7667,0.825,0.86,1.4245,1.475,0.825,0.7667,1.416,0.7667,0.86,0.825,0.65,0.7667,0.7667,1.475,inf,0.86,0.825,0.86,0.5333,0.8833,1.475,0.65,1.3933,0.7667,0.7667,1.6393,0.7667,0.8833,1.44,0.825,1.3933,0.7667,0.825,0.86,0.72,0.8833,0.7667,0.86,0.825,0.7667,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.86,0.86,0.72,1.5664,1.2999999999999998,1.75,inf,1.44,1.4167,0.5333,0.825,0.825,1.44,0.72,1.37,1.48,0.86,1.475,0.5333,inf,1.3333,0.72,0.825,0.825,0.825,1.4167,0.9,1.4365999999999999,1.3396
Washimo 9th Season,0.825,1.51,1.51,0.65,1.37,0.86,0.86,0.86,0.7667,0.86,0.65,0.65,1.5265,0.86,0.825,0.86,0.825,0.86,0.72,0.825,1.5242,0.8833,0.825,0.86,0.825,1.5119,0.825,0.825,1.5203,0.7667,1.4417,1.5222,1.4867,0.86,0.825,1.346,1.5278,0.7667,1.51,1.756,1.3881000000000001,0.825,0.7667,0.7667,0.72,0.7667,0.7667,0.825,0.7667,1.4047,1.37,0.825,0.8833,0.7667,0.825,0.7667,1.5208,0.7667,0.7667,0.86,0.0,0.9,1.4847000000000001,1.4527999999999999,0.86,0.9,0.65,1.4596,0.8833,1.3458,0.8833,1.3852,0.5333,1.3933,0.65,1.3719000000000001,0.5333,0.7667,0.5333,0.5333,0.7667,0.7667,0.7667,0.5333,0.86,0.7667,0.5333,1.6267,0.86,0.7667,0.7667,1.475,0.86,0.7667,0.825,inf,0.5333,0.825,1.475,inf,inf,1.4167,1.4167,1.4167,inf,0.7667,1.4167,1.37,0.65,1.5009000000000001,1.4867,1.3933,0.7667,1.4639,0.7667,0.65,1.37,0.86,1.4167,0.7667,0.825,inf,1.51,0.825,1.3582999999999998,0.825,1.4632999999999998,1.4167,0.86,1.5917,0.9,1.4167,1.5197,0.7667,1.4632999999999998,1.44,1.3933,0.825,1.4167,1.3933,1.51,1.4867,0.72,1.4167,1.3582999999999998,0.825,0.9,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.4886,1.3582999999999998,0.8833,1.475,1.4867,1.75,inf,0.86,1.475,0.825,1.3933,1.37,0.86,0.8833,1.37,0.86,1.3582999999999998,1.475,0.825,inf,1.5044,1.4632999999999998,0.5333,0.5333,0.5333,1.475,1.52,0.86,1.4729
One Piece,0.715,0.7652,0.7645,0.9,0.8833,0.7645,0.8985,0.7659,0.8185,0.58,0.7667,0.7645,0.9964,0.7602,0.8826,0.7645,0.8833,0.5793,0.6438,0.8819,0.9971,0.7964,0.9985,0.9,0.8804,0.8781,0.8819,0.8812,0.8833,0.9971,0.9978,0.9993,0.7185,0.8964,0.72,0.5785,0.8805,0.9993,0.9993,1.6762000000000001,0.7178,0.8826,0.86,0.6993,0.65,0.8585,1.2971,0.8833,1.2971,0.8578,0.72,0.8819,0.44,0.8593,0.72,1.2971,0.9993,0.86,0.8593,0.7667,0.9,0.0,0.6922,0.6435,0.6927,0.5319,0.8907,0.8534,0.4285,0.5742,0.4334,0.7127,0.8775,0.7185,0.8993,0.72,0.8826,0.8156,0.8833,0.8747,0.86,1.2971,1.2971,0.8805,0.5793,0.86,0.8833,1.2964,0.58,0.86,0.86,0.86,0.5793,1.2971,0.72,inf,0.8833,0.72,0.86,inf,inf,0.86,0.86,0.86,inf,0.86,0.86,0.72,0.8949,0.7631,0.8833,0.7193,0.86,0.8563,0.8548,0.8978,0.72,0.58,0.8593,0.86,1.2985,inf,0.9,0.8833,0.58,0.72,0.65,1.475,0.9,0.8833,0.7,0.86,0.9985,0.86,0.65,0.9,0.72,1.4325999999999999,0.86,0.72,0.7667,0.8,0.8,0.86,0.58,0.8811,0.6993,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7623,0.58,0.642,0.9993,0.72,1.8433,inf,0.7667,0.8593,0.72,0.72,0.72,0.7667,0.44,0.8826,0.9,0.58,1.2978,0.72,inf,0.7573,0.6423,0.8804,0.8833,0.8782,0.8556,0.6972,0.7577,0.5729
Boruto: Naruto Next Generations,0.7534,0.8138,0.8212,0.9979,0.9959,0.8213,0.817,0.9981,0.9926,0.825,0.9981,0.9981,0.9945,0.8176,1.2959,0.9925,0.9959,0.821,0.8551,1.3476,0.9922,0.8581,1.3476,0.9942,0.9981,0.7627,0.7549,0.9942,0.7667,0.9963,0.9921,0.996,0.294,0.8193,0.998,0.5275,0.9964,1.2963,1.5139999999999998,1.8076,0.7565,0.7667,0.9961,0.718,1.3422,1.2797,1.2963,1.3476,1.2963,0.994,0.7646,0.7627,0.65,0.9959,0.7667,1.2963,1.5163,1.2797,1.2752,1.2922,1.4847000000000001,0.6922,0.0,0.639,0.8005,0.7122,0.9983,0.6423,0.6409,0.5257,0.6423,0.7451,0.9981,0.7626,0.998,0.7667,1.2962,0.9797,1.2962,1.2962,1.2797,1.2963,1.2963,1.2832,0.825,1.2797,1.2962,1.2945,1.2722,1.2797,1.2797,0.65,0.825,1.2963,0.7667,inf,1.2962,0.7667,0.65,inf,inf,1.2924,1.2924,1.2924,inf,1.2797,1.2924,0.7667,0.9962,0.825,1.3471,0.7667,1.2797,0.6419,0.9919,0.9959,1.3476,0.825,1.2924,1.2797,1.3476,inf,0.825,1.2959,0.5333,1.2909000000000002,0.65,1.475,1.3857,0.7667,0.72,1.2924,0.9938,1.2797,0.65,1.3826,0.7667,1.5312999999999999,1.2924,0.7667,0.825,1.4059,1.4059,1.2924,0.5333,0.9961,0.8813,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8192,0.5333,0.8563,0.998,0.3,1.9794,inf,0.825,1.2882,1.2909000000000002,0.7667,1.3476,0.825,0.65,1.2659,0.825,0.5333,1.2921,1.2909000000000002,inf,0.5226,0.8481,0.9962,1.2962,0.9962,0.9882,0.8798,0.8185,0.5226
